Gn;SiO2;Al2O3;Fe2O3;CaO;SO3;K2O;Na2O;Dansite;s.CaO;C3S;C2S;C3A;C4AF;Alk Eq.;Toplam Alkali;Blaine;1 Gn;2 Gn;7 Gn;28 Gn
14.12.2023;20,99;5,50;3,49;66,44;1,30;0,56;0,05;1243;0,60;62,86;12,79;8,68;10,62;0,42;0,64;3040;15,70;24,70;40,90;55,80
15.12.2023;21,08;5,60;3,55;66,05;1,35;0,61;0,05;1229;0,65;59,48;15,59;8,84;10,80;0,45;0,69;3000;16,00;26,00;43,10;53,60
16.12.2023;20,94;5,49;3,61;66,20;1,26;0,63;0,13;1245;0,68;61,94;13,33;8,45;10,99;0,54;0,83;2959;15,10;25,50;41,80;55,30
17.12.2023;20,93;5,60;3,54;66,03;1,35;0,64;0,08;1239;0,65;60,55;14,35;8,86;10,77;0,50;0,76;2990;16,00;25,10;39,70;55,10
18.12.2023;20,93;5,55;3,48;66,25;1,30;0,62;0,10;1226;0,62;62,13;13,16;8,83;10,59;0,51;0,78;2993;15,30;24,50;39,90;54,40
19.12.2023;21,00;5,73;3,37;66,12;1,32;0,60;0,04;1225;0,61;60,00;14,96;9,49;10,25;0,43;0,66;2977;15,00;23,50;39,20;55,90
20.12.2023;21,13;5,54;3,48;66,19;1,32;0,56;0,04;1225;0,66;60,22;15,18;8,80;10,59;0,41;0,62;2991;15,10;24,10;40,00;56,00
21.12.2023;20,96;5,43;3,41;66,60;1,32;0,59;0,05;1210;0,71;63,81;11,98;8,63;10,38;0,44;0,67;3012;14,70;24,40;41,40;55,70
22.12.2023;20,91;5,66;3,49;66,51;1,12;0,56;0,08;1223;0,72;62,70;12,68;9,10;10,62;0,45;0,68;2990;15,80;26,10;42,50;56,20
23.12.2023;21,25;5,70;3,49;66,03;1,17;0,57;0,06;1260;0,56;58,40;16,89;9,21;10,62;0,44;0,66;3012;14,30;22,40;36,90;54,30
24.12.2023;;;;;;;;;;;;;;;;;;;;
25.12.2023;20,75;5,66;3,58;66,33;1,26;0,57;0,13;1236;0,72;62,65;12,25;8,95;10,89;0,51;0,77;2973;14,80;24,60;40,30;54,80
26.12.2023;21,01;5,61;3,50;66,23;1,20;0,58;0,07;1241;0,61;61,34;13,99;8,95;10,65;0,45;0,69;3034;16,00;25,50;39,00;55,30
27.12.2023;21,18;5,69;3,55;65,94;1,23;0,57;0,04;1238;0,52;58,54;16,59;9,08;10,80;0,42;0,63;3045;15,20;24,60;40,70;57,50
28.12.2023;21,18;5,72;3,47;65,82;1,25;0,60;0,05;1243;0,50;57,99;17,00;9,29;10,56;0,44;0,68;2980;14,60;23,20;38,00;55,10
29.12.2023;21,14;5,71;3,41;65,86;1,26;0,61;0,10;1208;0,58;58,25;16,69;9,37;10,38;0,50;0,76;3015;14,20;23,20;37,50;56,00
30.12.2023;21,03;5,56;3,40;66,22;1,28;0,62;0,12;1230;0,57;61,56;13,88;8,99;10,35;0,53;0,80;3001;14,80;23,20;38,60;54,10
31.12.2023;20,99;5,51;3,43;66,17;1,34;0,63;0,08;1210;0,54;61,91;13,50;8,80;10,44;0,49;0,75;2980;15,30;23,50;38,30;53,00
01.01.2024;21,01;5,56;3,42;66,22;1,31;0,64;0,04;1218;0,61;61,44;13,91;8,95;10,41;0,46;0,70;3015;15,50;25,60;40,50;56,00
02.01.2024;20,85;5,86;3,39;66,15;1,22;0,64;0,05;1246;0,62;60,61;14,08;9,80;10,32;0,47;0,72;2991;16,00;24,60;40,40;55,30
03.01.2024;21,21;5,78;3,16;65,87;1,30;0,64;0,09;1203;0,59;57,49;17,46;9,98;9,62;0,51;0,78;2994;16,00;25,10;40,30;55,00
04.01.2024;21,21;5,80;3,17;65,94;1,23;0,62;0,07;1223;0,54;58,03;17,05;10,01;9,65;0,48;0,73;3011;15,20;24,60;42,10;56,40
05.01.2024;21,23;5,87;3,16;65,96;1,18;0,60;0,12;1175;0,61;57,36;17,61;10,22;9,62;0,51;0,78;3037;15,70;26,10;41,90;56,70
06.01.2024;21,15;5,58;3,19;66,31;1,28;0,63;0,05;1204;0,66;60,81;14,78;9,40;9,71;0,46;0,71;3033;15,50;24,10;39,80;54,20
07.01.2024;21,13;5,72;3,39;66,18;1,15;0,60;0,05;1175;0,61;59,78;15,50;9,43;10,32;0,44;0,68;3016;14,20;22,80;35,90;49,90
08.01.2024;21,03;5,70;3,32;66,27;1,20;0,60;0,09;1180;0,65;60,84;14,42;9,49;10,10;0,48;0,74;3005;15,20;24,90;40,90;55,50
09.01.2024;20,83;5,64;3,30;66,54;1,18;0,60;0,10;1201;0,65;63,95;11,50;9,37;10,04;0,49;0,75;2990;16,50;26,10;42,20;56,00
10.01.2024;20,95;5,77;3,33;66,25;1,15;0,60;0,09;1217;0,62;61,15;13,96;9,66;10,13;0,48;0,74;2997;14,70;24,20;41,20;57,20
11.01.2024;21,28;5,63;3,25;66,16;1,26;0,62;0,04;1202;0,56;59,26;16,33;9,43;9,89;0,45;0,68;3005;14,10;23,80;40,20;57,30
12.01.2024;21,01;5,60;3,29;66,36;1,23;0,60;0,09;1214;0,61;62,15;13,37;9,28;10,01;0,48;0,74;3048;15,40;24,70;41,00;55,40
13.01.2024;20,97;5,83;3,30;66,20;1,24;0,57;0,11;1208;0,63;60,13;14,78;9,87;10,04;0,49;0,74;2998;14,90;24,80;40,70;55,60
14.01.2024;20,95;5,74;3,27;66,39;1,23;0,59;0,08;1203;0,66;61,61;13,61;9,68;9,95;0,47;0,71;2974;16,00;24,90;40,50;56,80
15.01.2024;20,92;5,74;3,27;66,52;1,24;0,50;0,07;1216;0,66;62,34;12,97;9,68;9,95;0,40;0,61;3044;17,20;26,50;42,00;56,40
16.01.2024;21,12;5,84;3,30;66,05;1,23;0,59;0,07;1233;0,56;58,63;16,34;9,90;10,04;0,46;0,70;3015;14,80;24,10;41,20;56,20
17.01.2024;21,13;5,78;3,32;65,93;1,28;0,59;0,07;1219;0,52;58,46;16,50;9,71;10,10;0,46;0,70;3055;16,30;24,90;41,70;58,20
18.01.2024;21,23;5,59;3,34;65,84;1,36;0,64;0,07;1218;0,46;58,60;16,68;9,17;10,16;0,49;0,75;3014;14,60;24,10;39,90;53,90
19.01.2024;21,07;5,57;3,30;66,20;1,36;0,63;0,07;1204;0,53;61,19;14,27;9,18;10,04;0,48;0,74;3005;15,80;25,30;40,80;55,40
20.01.2024;20,90;5,57;3,32;66,35;1,39;0,63;0,07;1210;0,67;62,40;12,87;9,15;10,10;0,48;0,74;3024;15,70;24,50;40,80;55,70
21.01.2024;20,90;5,56;3,27;66,35;1,37;0,63;0,09;1203;0,63;62,76;12,60;9,21;9,95;0,50;0,77;3019;16,80;26,60;43,70;58,30
22.01.2024;20,73;5,66;3,29;66,44;1,34;0,62;0,07;1198;0,70;63,52;11,54;9,44;10,01;0,48;0,73;2990;16,40;25,80;42,80;56,70
23.01.2024;20,85;5,64;3,24;66,23;1,37;0,64;0,14;1212;0,57;62,40;12,72;9,47;9,86;0,56;0,85;2985;15,80;24,40;41,80;54,50
24.01.2024;20,99;5,61;3,20;66,12;1,49;0,67;0,07;1208;0,49;61,13;14,08;9,46;9,74;0,51;0,78;2990;16,40;25,60;41,90;56,60
25.01.2024;20,81;5,66;3,23;66,41;1,36;0,65;0,07;1215;0,66;62,98;12,17;9,54;9,83;0,50;0,76;3048;16,40;25,90;41,90;55,50
26.01.2024;20,70;5,72;3,27;66,36;1,34;0,63;0,07;1216;0,73;62,93;11,90;9,63;9,95;0,48;0,74;3050;16,00;25,30;43,00;55,30
27.01.2024;20,71;5,66;3,36;66,48;1,28;0,62;0,07;1217;0,70;63,91;11,19;9,32;10,22;0,48;0,73;3032;16,10;24,90;40,10;56,50
28.01.2024;20,95;5,66;3,30;66,17;1,35;0,64;0,07;1211;0,60;61,11;13,98;9,42;10,04;0,49;0,75;2988;16,20;24,70;40,50;53,80
29.01.2024;20,96;5,68;3,29;66,18;1,30;0,63;0,07;1192;0,55;61,30;13,87;9,49;10,01;0,48;0,74;3065;16,30;25,50;41,30;56,50
30.01.2024;20,89;5,67;3,24;66,51;1,24;0,61;0,07;1188;0,63;63,16;12,27;9,55;9,86;0,47;0,72;3052;17,10;26,10;41,40;55,00
31.01.2024;20,97;5,70;3,28;66,35;1,24;0,61;0,07;1199;0,63;61,65;13,64;9,56;9,98;0,47;0,72;2992;15,60;24,90;40,90;55,70
01.02.2024;21,11;5,67;3,27;66,18;1,35;0,62;0,07;1189;0,49;60,36;15,01;9,50;9,95;0,48;0,73;2987;15,80;23,90;39,60;53,50
02.02.2024;21,21;5,64;3,24;66,10;1,34;0,61;0,07;1188;0,56;59,26;16,12;9,47;9,86;0,47;0,72;3046;15,50;24,20;41,20;53,20
03.02.2024;20,82;5,64;3,26;66,26;1,55;0,62;0,07;1178;0,63;61,97;12,97;9,44;9,92;0,48;0,73;3033;14,70;22,70;38,10;53,10
04.02.2024;21,14;5,65;3,26;66,16;1,40;0,63;0,07;1211;0,52;59,94;15,42;9,46;9,92;0,48;0,74;3030;15,50;23,80;39,90;52,50
05.02.2024;21,15;5,74;3,31;65,92;1,35;0,61;0,07;1226;0,58;58,11;16,83;9,62;10,07;0,47;0,72;2979;15,30;24,00;36,60;54,00
06.02.2024;;;;;;;;;;;;;;;;;;;;
07.02.2024;;;;;;;;;;;;;;;;;;;;
08.02.2024;;;;;;;;;;;;;;;;;;;;
09.02.2024;;;;;;;;;;;;;;;;;;;;
10.02.2024;;;;;;;;;;;;;;;;;;;;
11.02.2024;;;;;;;;;;;;;;;;;;;;
12.02.2024;;;;;;;;;;;;;;;;;;;;
13.02.2024;;;;;;;;;;;;;;;;;;;;
14.02.2024;;;;;;;;;;;;;;;;;;;;
15.02.2024;;;;;;;;;;;;;;;;;;;;
16.02.2024;;;;;;;;;;;;;;;;;;;;
17.02.2024;;;;;;;;;;;;;;;;;;;;
18.02.2024;;;;;;;;;;;;;;;;;;;;
19.02.2024;;;;;;;;;;;;;;;;;;;;
20.02.2024;;;;;;;;;;;;;;;;;;;;
21.02.2024;;;;;;;;;;;;;;;;;;;;
22.02.2024;;;;;;;;;;;;;;;;;;;;
23.02.2024;;;;;;;;;;;;;;;;;;;;
24.02.2024;;;;;;;;;;;;;;;;;;;;
25.02.2024;;;;;;;;;;;;;;;;;;;;
26.02.2024;;;;;;;;;;;;;;;;;;;;
27.02.2024;;;;;;;;;;;;;;;;;;;;
28.02.2024;;;;;;;;;;;;;;;;;;;;
29.02.2024;21,07;5,69;3,23;66,17;1,35;0,60;0,07;1280;0,43;60,79;14,57;9,62;9,83;0,46;0,71;2960;13,00;22,30;39,70;59,40
01.03.2024;20,68;5,76;3,30;66,22;1,42;0,66;0,07;1225;0,56;62,66;12,04;9,69;10,04;0,50;0,77;2985;17,30;26,30;42,80;54,80
02.03.2024;20,87;5,75;3,24;66,32;1,32;0,67;0,07;1194;0,53;62,18;12,95;9,76;9,86;0,51;0,78;2960;15,60;24,40;40,70;51,50
03.03.2024;20,94;5,85;3,28;66,26;1,16;0,61;0,07;1180;0,60;60,85;14,15;9,96;9,98;0,47;0,72;2974;16,40;25,40;40,90;55,20
04.03.2024;21,09;5,91;3,35;65,98;1,22;0,63;0,07;1223;0,56;58,06;16,69;10,00;10,19;0,48;0,74;2957;16,00;24,10;40,40;55,50
05.03.2024;21,04;5,85;3,28;66,06;1,23;0,61;0,11;1216;0,57;59,20;15,69;9,96;9,98;0,51;0,78;2970;15,30;24,70;38,90;54,80
06.03.2024;20,86;5,74;3,20;66,42;1,25;0,58;0,09;1192;0,64;62,54;12,65;9,80;9,74;0,47;0,72;3038;16,70;25,80;42,70;55,00
07.03.2024;20,67;5,79;3,28;66,23;1,40;0,66;0,09;1211;0,59;62,54;12,11;9,80;9,98;0,52;0,80;3024;17,00;26,40;45,00;57,30
08.03.2024;21,01;5,77;3,25;66,08;1,25;0,63;0,06;1223;0,36;60,89;14,33;9,80;9,89;0,47;0,72;3080;16,50;26,00;41,80;56,10
09.03.2024;21,10;5,82;3,20;65,94;1,28;0,64;0,15;1208;0,48;58,79;16,16;10,02;9,74;0,57;0,87;3035;15,20;25,10;42,50;56,20
10.03.2024;20,97;5,73;3,24;66,34;1,19;0,63;0,08;1178;0,52;62,05;13,33;9,71;9,86;0,49;0,75;3042;16,50;24,90;41,20;56,00
11.03.2024;21,00;5,73;3,27;66,18;1,33;0,64;0,06;1165;0,60;60,40;14,66;9,66;9,95;0,48;0,73;2990;16,80;24,50;40,10;56,90
12.03.2024;21,17;5,70;3,27;66,16;1,14;0,61;0,12;1205;0,58;59,86;15,56;9,58;9,95;0,52;0,79;3025;15,80;25,20;39,90;55,30
13.03.2024;21,10;5,75;3,21;66,41;1,06;0,60;0,07;1197;0,49;61,75;13,93;9,81;9,77;0,46;0,71;3060;16,30;25,60;41,30;57,40
14.03.2024;21,00;5,80;3,24;66,33;1,10;0,61;0,11;1203;0,49;61,69;13,69;9,89;9,86;0,51;0,78;3040;16,30;25,10;41,60;55,60
15.03.2024;21,01;5,85;3,23;66,23;1,12;0,61;0,12;1204;0,62;60,30;14,77;10,04;9,83;0,52;0,79;3021;15,00;24,80;42,20;55,50
16.03.2024;21,04;5,82;3,28;66,38;1,02;0,60;0,06;1179;0,56;61,34;14,07;9,88;9,98;0,45;0,69;3045;15,40;24,60;40,90;54,50
17.03.2024;21,03;5,81;3,25;66,20;1,16;0,61;0,12;1196;0,61;60,19;14,91;9,90;9,89;0,52;0,79;3024;15,90;25,80;42,70;54,70
18.03.2024;21,01;5,83;3,28;66,13;1,17;0,60;0,10;1198;0,53;60,18;14,86;9,91;9,98;0,49;0,75;2979;15,40;24,50;38,60;51,70
19.03.2024;21,06;5,74;3,24;66,11;1,23;0,60;0,09;1190;0,56;60,09;15,07;9,74;9,86;0,48;0,74;2959;15,00;24,00;36,90;51,30
20.03.2024;21,02;5,64;3,28;66,29;1,25;0,63;0,08;1191;0,53;61,80;13,66;9,40;9,98;0,49;0,75;2998;16,10;25,00;42,50;55,40
21.03.2024;21,25;5,63;3,33;66,10;1,21;0,60;0,08;1196;0,49;59,55;16,02;9,29;10,13;0,47;0,72;2980;15,30;24,20;39,60;55,20
22.03.2024;21,01;5,56;3,27;66,37;1,34;0,60;0,07;1208;0,47;62,75;12,93;9,21;9,95;0,46;0,71;3052;16,50;26,20;41,90;54,20
23.03.2024;21,11;5,57;3,35;66,28;1,27;0,62;0,06;1208;0,60;61,11;14,45;9,10;10,19;0,47;0,71;3014;15,50;23,20;37,80;53,20
24.03.2024;20,87;5,62;3,27;66,56;1,20;0,62;0,06;1208;0,60;64,05;11,54;9,37;9,95;0,47;0,71;3080;16,10;25,50;40,50;55,50
25.03.2024;20,99;5,67;3,26;66,39;1,20;0,65;0,05;1213;0,66;61,88;13,52;9,52;9,92;0,48;0,73;3040;16,10;24,70;39,20;54,50
26.03.2024;21,04;5,76;3,27;66,38;1,05;0,65;0,07;1210;0,70;61,10;14,25;9,74;9,95;0,50;0,76;3085;16,80;25,70;40,30;54,00
27.03.2024;21,35;5,79;3,28;66,17;0,88;0,65;0,08;1225;0,48;59,06;16,68;9,80;9,98;0,51;0,77;3019;14,60;23,30;35,40;52,00
28.03.2024;21,23;5,72;3,24;66,37;0,87;0,65;0,08;1183;0,73;60,32;15,38;9,68;9,86;0,51;0,77;2982;15,00;23,60;35,80;52,00
29.03.2024;21,13;5,74;3,22;66,42;0,90;0,64;0,09;1180;1,00;59,99;15,34;9,77;9,80;0,51;0,78;3059;15,90;24,50;37,30;51,60
30.03.2024;21,08;5,65;3,25;66,37;1,00;0,66;0,10;1177;0,55;62,28;13,48;9,48;9,89;0,53;0,81;3014;16,00;25,20;39,30;53,80
31.03.2024;20,89;5,65;3,32;66,55;1,02;0,66;0,10;1198;0,70;63,69;11,87;9,36;10,10;0,53;0,81;3065;15,70;26,70;41,70;54,30
01.04.2024;21,10;5,76;3,31;66,38;0,95;0,62;0,09;1199;0,75;60,67;14,75;9,67;10,07;0,50;0,76;3023;16,10;25,50;41,10;55,00
02.04.2024;21,17;5,60;3,31;66,40;0,99;0,59;0,09;1198;0,67;61,51;14,32;9,25;10,07;0,48;0,73;3083;17,40;25,80;41,30;53,70
03.04.2024;21,20;5,75;3,26;66,57;0,91;0,53;0,06;1213;0,56;61,71;14,25;9,73;9,92;0,41;0,62;3016;14,80;25,10;39,20;55,00
04.04.2024;21,19;5,89;3,29;66,33;0,96;0,56;0,08;1223;0,58;59,60;15,81;10,05;10,01;0,45;0,68;2985;14,40;22,80;36,80;52,50
05.04.2024;21,18;5,72;3,15;66,38;1,05;0,63;0,08;1190;0,69;60,52;15,09;9,83;9,59;0,49;0,75;3013;15,80;24,00;38,10;54,20
06.04.2024;20,99;5,74;3,12;66,58;1,06;0,61;0,07;1177;0,81;62,17;13,30;9,94;9,49;0,47;0,72;2983;14,80;23,90;38,20;51,00
07.04.2024;21,14;5,84;3,13;66,33;1,04;0,62;0,08;1191;0,67;59,95;15,40;10,19;9,52;0,49;0,74;3011;14,90;24,50;37,70;53,80
08.04.2024;21,28;5,84;3,15;66,19;1,07;0,63;0,06;1203;0,66;58,25;17,09;10,15;9,59;0,47;0,72;3025;14,50;23,40;37,40;53,50
09.04.2024;21,11;5,79;3,14;66,55;0,99;0,60;0,10;1192;0,77;61,13;14,43;10,04;9,56;0,49;0,75;3007;15,10;22,60;36,70;49,80
10.04.2024;21,01;5,75;3,11;66,52;1,15;0,61;0,07;1160;0,81;61,46;13,89;9,98;9,46;0,47;0,72;3044;15,60;24,40;39,90;52,60
11.04.2024;20,91;5,68;3,12;66,66;1,12;0,60;0,09;1172;0,84;63,21;12,29;9,78;9,49;0,48;0,74;3044;15,50;23,90;39,50;52,90
12.04.2024;21,20;5,81;3,23;65,97;1,17;0,62;0,09;1188;0,56;58,17;16,92;9,94;9,83;0,50;0,76;2970;14,50;23,50;37,60;52,00
13.04.2024;21,37;5,63;3,09;66,16;1,22;0,63;0,07;1215;0,46;59,32;16,54;9,70;9,40;0,48;0,74;3008;15,70;23,80;38,20;53,40
14.04.2024;21,23;5,62;3,36;66,15;1,04;0,61;0,09;1196;0,48;60,46;15,28;9,21;10,22;0,49;0,75;2992;16,00;24,20;37,00;51,70
15.04.2024;21,23;5,46;3,30;66,57;0,95;0,55;0,06;1176;0,65;62,89;13,44;8,89;10,04;0,42;0,64;3049;15,70;24,70;37,90;52,80
16.04.2024;20,92;5,57;3,38;66,59;1,02;0,61;0,08;1191;0,63;64,36;11,45;9,05;10,29;0,48;0,73;3089;17,00;26,30;40,50;53,50
17.04.2024;20,71;5,58;3,31;66,87;1,07;0,63;0,08;1175;0,70;66,70;9,08;9,19;10,07;0,49;0,75;3007;17,00;25,80;40,60;53,50
18.04.2024;20,83;5,66;3,46;66,81;0,95;0,57;0,07;1168;0,61;65,50;10,33;9,15;10,53;0,45;0,68;2998;15,50;24,40;40,00;54,90
19.04.2024;21,12;5,82;3,36;66,21;1,03;0,64;0,07;1187;0,70;59,33;15,82;9,74;10,22;0,49;0,75;3049;15,00;24,10;36,50;52,40
20.04.2024;21,20;5,70;3,49;66,38;0,88;0,60;0,06;1164;0,53;61,15;14,67;9,21;10,62;0,45;0,69;3039;15,00;25,10;37,20;51,10
21.04.2024;21,32;5,77;3,54;66,09;0,86;0,61;0,08;1196;0,49;58,74;16,84;9,31;10,77;0,48;0,73;3029;14,80;22,50;33,20;49,50
22.04.2024;21,23;5,89;3,41;66,00;1,03;0,59;0,07;1193;0,60;57,50;17,51;9,85;10,38;0,46;0,70;2965;14,30;21,50;31,30;47,60
23.04.2024;20,93;5,63;3,33;66,77;1,00;0,54;0,08;1156;0,70;64,47;11,40;9,29;10,13;0,44;0,66;2989;15,60;24,80;40,10;54,80
24.04.2024;21,04;5,73;3,35;66,39;1,01;0,60;0,10;1202;0,70;61,35;14,07;9,52;10,19;0,49;0,75;3075;15,10;24,60;40,90;54,00
25.04.2024;21,01;5,75;3,34;66,21;1,08;0,62;0,07;1197;0,74;60,36;14,73;9,59;10,16;0,48;0,73;3026;16,20;23,50;37,50;52,20
26.04.2024;21,02;5,73;3,24;66,37;1,11;0,60;0,08;1175;0,63;61,57;13,84;9,71;9,86;0,47;0,72;3090;15,60;25,50;38,90;52,70
27.04.2024;21,06;5,64;3,28;66,48;1,09;0,57;0,07;1173;0,81;61,59;13,94;9,40;9,98;0,45;0,68;3086;16,90;24,00;38,30;54,50
28.04.2024;21,19;5,76;3,29;66,16;1,14;0,55;0,08;1189;0,58;59,27;16,06;9,70;10,01;0,44;0,67;3025;15,40;23,70;37,80;54,30
29.04.2024;21,23;5,63;3,18;66,47;1,12;0,55;0,06;1180;0,53;61,52;14,48;9,55;9,68;0,42;0,64;3044;15,80;25,30;38,80;54,80
30.04.2024;20,91;5,78;3,29;66,30;1,22;0,55;0,11;1205;0,67;61,24;13,77;9,76;10,01;0,47;0,72;3070;15,90;24,90;41,20;55,90
01.05.2024;21,04;5,67;3,27;66,33;1,25;0,58;0,07;1188;0,56;61,51;13,95;9,50;9,95;0,45;0,69;3016;17,20;25,90;42,50;57,70
02.05.2024;20,91;5,78;3,28;66,39;1,18;0,57;0,09;1193;0,49;62,47;12,85;9,77;9,98;0,47;0,71;3056;15,50;23,80;39,50;52,30
03.05.2024;21,01;5,77;3,28;66,42;1,13;0,58;0,06;1184;0,46;62,16;13,37;9,75;9,98;0,44;0,67;3050;15,50;25,20;42,20;55,30
04.05.2024;20,95;5,84;3,30;66,40;1,08;0,59;0,09;1203;0,66;61,37;13,79;9,90;10,04;0,48;0,73;3054;15,60;24,00;38,60;54,70
05.05.2024;21,01;5,72;3,28;66,48;1,12;0,57;0,07;1183;0,56;62,36;13,21;9,61;9,98;0,45;0,68;3080;15,60;24,10;41,20;55,60
06.05.2024;21,01;5,76;3,27;66,48;1,10;0,60;0,09;1217;0,52;62,33;13,24;9,74;9,95;0,48;0,74;3028;15,90;25,00;40,50;55,30
07.05.2024;21,00;5,78;3,19;66,54;1,06;0,61;0,08;1201;0,52;62,74;12,90;9,93;9,71;0,48;0,73;3045;16,10;25,30;41,30;55,00
08.05.2024;21,00;5,74;3,28;66,52;1,06;0,58;0,07;1198;0,56;62,64;12,98;9,67;9,98;0,45;0,69;3041;15,10;24,10;41,30;54,70
09.05.2024;21,20;5,76;3,32;66,30;1,02;0,59;0,09;1215;0,58;60,06;15,49;9,65;10,10;0,48;0,73;3050;14,40;23,20;38,10;53,80
10.05.2024;21,18;5,75;3,20;66,40;1,07;0,61;0,05;1195;0,74;60,07;15,43;9,83;9,74;0,45;0,69;3065;15,40;25,10;39,70;54,40
11.05.2024;20,97;5,73;3,22;66,62;1,06;0,60;0,05;1195;0,53;63,55;12,20;9,74;9,80;0,44;0,68;3080;15,00;24,40;39,70;53,60
12.05.2024;21,13;5,88;3,31;66,31;1,01;0,56;0,05;1233;0,46;60,36;15,07;9,99;10,07;0,42;0,64;3032;13,70;23,80;39,40;55,40
13.05.2024;21,13;5,80;3,37;66,28;1,04;0,58;0,08;1230;0,53;60,32;15,10;9,67;10,25;0,46;0,70;2978;14,00;23,80;38,20;53,90
14.05.2024;21,09;5,79;3,43;66,20;1,06;0,62;0,06;1225;0,70;59,53;15,58;9,55;10,44;0,47;0,71;2948;14,00;22,80;36,20;52,30
15.05.2024;21,14;5,84;3,32;66,17;1,07;0,60;0,07;1238;0,66;58,99;16,13;9,87;10,10;0,46;0,71;3015;15,30;23,10;38,00;52,40
16.05.2024;21,04;5,88;3,41;66,11;1,07;0,63;0,07;1222;0,51;59,71;15,30;9,82;10,38;0,48;0,74;2989;14,80;23,80;39,60;55,30
17.05.2024;21,00;5,87;3,33;66,24;1,07;0,62;0,09;1230;0,53;60,65;14,48;9,93;10,13;0,50;0,76;2986;14,70;23,60;38,20;53,30
18.05.2024;20,98;5,81;3,32;66,36;1,07;0,64;0,09;1175;0,57;61,54;13,75;9,79;10,10;0,51;0,78;2985;15,40;23,60;38,10;54,10
19.05.2024;21,16;5,89;3,38;66,02;1,05;0,63;0,06;1253;0,53;58,39;16,64;9,90;10,29;0,47;0,72;2985;15,00;23,00;37,20;54,60
20.05.2024;21,17;5,71;3,25;66,37;1,00;0,56;0,09;1181;0,53;61,28;14,49;9,64;9,89;0,46;0,69;2998;16,10;23,60;38,00;54,20
21.05.2024;21,24;5,62;3,27;66,44;0,98;0,59;0,09;1208;0,50;61,78;14,31;9,37;9,95;0,48;0,73;3065;15,00;23,80;36,80;54,10
22.05.2024;21,26;5,51;3,36;66,25;0,91;0,59;0,06;1209;0,67;60,97;14,98;8,92;10,22;0,45;0,68;3050;15,20;24,60;39,00;52,80
23.05.2024;21,26;5,55;3,35;66,14;0,94;0,58;0,09;1230;0,51;60,84;15,08;9,05;10,19;0,47;0,72;3000;15,00;23,80;38,30;53,20
24.05.2024;21,22;5,61;3,30;66,09;1,00;0,61;0,06;1193;0,43;60,76;15,02;9,29;10,04;0,46;0,70;3013;15,90;24,70;39,60;54,90
25.05.2024;21,04;5,59;3,25;66,34;1,04;0,60;0,06;1175;0,47;63,08;12,76;9,32;9,89;0,45;0,69;3048;16,40;24,70;41,20;55,20
26.05.2024;21,05;5,67;3,30;66,25;1,02;0,59;0,06;1226;0,57;61,68;13,85;9,45;10,04;0,45;0,68;2995;15,90;24,60;40,50;55,80
27.05.2024;21,07;5,65;3,19;66,20;1,09;0,63;0,06;1223;0,47;61,82;13,80;9,58;9,71;0,47;0,72;3058;14,70;24,30;41,60;56,00
28.05.2024;20,91;5,68;3,32;66,21;1,04;0,63;0,09;1218;0,57;62,42;12,88;9,44;10,10;0,50;0,77;3024;15,40;26,30;41,70;54,50
29.05.2024;21,24;5,64;3,22;65,98;1,05;0,63;0,08;1221;0,44;59,89;15,74;9,50;9,80;0,49;0,75;2980;14,20;24,20;41,00;55,70
30.05.2024;21,25;5,68;3,30;66,03;0,95;0,64;0,07;1208;0,63;59,15;16,33;9,48;10,04;0,49;0,75;3003;14,40;23,70;40,50;54,30
31.05.2024;20,89;5,77;3,34;66,21;0,99;0,62;0,07;1202;0,55;62,17;13,02;9,65;10,16;0,48;0,73;3041;15,50;24,70;40,40;54,80
01.06.2024;21,14;5,74;3,30;65,90;1,03;0,66;0,09;1217;0,56;59,11;16,04;9,63;10,04;0,52;0,80;3079;15,50;23,80;37,70;52,40
02.06.2024;21,16;5,78;3,21;65,89;1,03;0,68;0,07;1219;0,54;58,86;16,29;9,89;9,77;0,52;0,79;3059;15,60;23,90;38,00;53,20
03.06.2024;21,12;5,80;3,23;66,01;1,01;0,67;0,06;1232;0,59;59,34;15,81;9,91;9,83;0,50;0,76;3020;15,20;23,40;36,90;52,20
04.06.2024;21,17;5,73;3,19;66,08;0,97;0,68;0,08;1224;0,49;60,29;15,23;9,79;9,71;0,53;0,80;3022;14,90;23,90;37,30;53,40
05.06.2024;21,37;5,58;3,34;66,05;0,92;0,66;0,09;1215;0,55;59,34;16,52;9,14;10,16;0,52;0,80;3012;13,80;22,70;37,60;52,20
06.06.2024;21,43;5,57;3,45;66,01;0,83;0,64;0,10;1181;0,63;58,56;17,28;8,93;10,50;0,52;0,79;3090;14,10;23,40;38,10;51,60
07.06.2024;21,11;5,51;3,45;66,34;0,85;0,61;0,07;1192;0,60;62,81;13,16;8,77;10,50;0,47;0,72;3026;15,50;25,10;40,80;54,00
08.06.2024;20,89;5,62;3,47;66,32;0,87;0,64;0,09;1195;0,53;63,86;11,74;9,03;10,56;0,51;0,78;3081;16,60;25,20;38,50;51,50
09.06.2024;20,85;5,70;3,47;66,26;0,88;0,65;0,07;1219;0,60;63,07;12,22;9,24;10,56;0,50;0,76;2989;16,50;24,30;37,10;52,70
